claim_s,fake_flag
دعاء : اللهم اني استودعتك بلادي وأهلها، كبارها وصغارها، رجالها ونسائها، شبابها وبناتها، أرضها وسماءها، فأحفظها ربي من اﻷمراض واﻷوبئة وأرفع البلاء،يارب ادفع عنا فايروس كورونا بحولك وقوتك فإنه لاحول لنا ولاقوة إلا بالله #علقوا_الدراسه_ولابنعلقها,0
RT @USER البحرين تستعين بمتطوعين بخبرات طبية للمشاركة في مكافحة كورونا. . #كورونا #البحرين,0
#فيروس_كورونا اصبح وباء و نحمد الله انه لم تنتشر ولا حاله في بلادنا🇸🇦 لذلك حصنوا أنفسكم بهذا الدعاء ، تحصنت بذي العزة واعتصمت برب الملكوت وتوكلت على الحي الذي لا يموت اللهم اصرف عنا هذا الوباء وقنا شر الداء ونجنا من الطعن والطاعون والبلاء بلطفك يا لطيف إنك على كل شيء قدير ..,0
RT @USER #كورونا_vs_انفلونزا_الطيور اللهم احفظ مكه واهلها و بلادي وجميع المسلمين.. LINK,0
فايروس كورونا اذا انتقل للجسم يحتاج ٤-٥ ساعات عشان يتفعل يبقى داخل الفم والخشم الوضوء يطرد الفايروس قبل مايتفعل والصلوات مابينها اقل من ٤ ساعات سبحانك ربي ما اعظمك,0
الفريق الانقاذي والطبي يلي كان ب وهان بدل ما يرتاحوا بعد ٣ اشهر من محاربة فيروس كورونا وتعب جسدي ونفسي ما بينوصف راح على ايطاليا ليمد يد العون وينقذ خيو الإنسان وكتبو على احدى المساعدات : نحن أمواجٌ من ذات البحر الإنسانية أجمل وعظم شيء على الأرض والدين أخلاق.. #صباح_الخير ❤️ LINK,0
وزير الصحة د.باسل الصباح يعلن عن شفاء حالتين جديدتين من المصابين بفيروس كورونا المستجد ليبلغ عدد الحالات التي تم شفاؤها حتى الآن 9 حالات. #الكويتيون_يد_واحدة_ضد_كورونا #الكويت_تحارب_الكورونا #شكراً_أبطال_الصحة LINK,0
RT @USER ترى المرض اسمه ( كورونا ) ماهو ( العقيدة ) ( نتايج العزل في قروب واتس اب واحد ) LINK,0
📌وبعد 500 سنة؛ سيرتقي المنبر ،روزخون في إحدى الحسينيات ، ويحدّث الناس عن ( معجزات) آية الله.. وكيفَ نجا الشيعةُ من وباء كورونا بسبب دعائه! وسيقول الروزخون للناس؛حدّثني فلان عن علّان.. إنّ أيّة إمرأة عاقر إذا زارت قبر آية الله..ومسحت بطنها بشبّاك قبره..فإنّها ستحبل فوراً📌,1
رسالتي لفايروس كورونا : LINK,0
#تكفون_اقعدوا_في_بيوتكم اتمنى من الجميع عدم الاستهتار بفيروس كورونا الأمر أصبح مخيف جدا، في ايطاليا تم تسجيل 627 وفاة جديدة بفيروس كورونا خلال يوم واحد ليرتفع العدد الإجمالي إلى 4032 هذا يعني انه كل ساعة هناك 26 حالة وفاة بسبب كورونا,0
RT @USER @USER كورونا LINK,0
@USER وصلت الخصومه بين المسلمين وخاصة الخليجين الى ارذل المستويات بسبب الخلافات السياسية بين حكامها وانعكست على المواطن الخليجي فاصبح بعض المغردين كالذباب يتتبع الزلات ويقع على القاذروات ويطير مسرورا بحملها ونشرها في اوساط المجتمع فهؤلاء والله انهم اخطر من #فيروس_كورونا ويجب حجزهم,1
أعلنت وزارة الداخلية السعودية، الأحد، تعليق سفر المواطنين والمقيمين مؤقتا، من وإلى، عدد من الدول، للسيطرة والحد من انتشار #فيروس_كورونا. كما تقرر كذلك دخول القادمين من تلك الدول، أو دخول من كان موجودًا بها خلال الـ14 يومًا السابقة لقدومه. #أخبار_الآن LINK,0
RT @USER #الله_اكبر #كورونا_الاردن LINK,0
#ْْْْكوْْْْْْرْْْْْْْوْْْنا_ْْْالجْْْديْْْْدْْْْْ. . . . . .♻️للتواُصل واتساُب عُلى الرقُم 00966572878519 . . . . . . . LINK,1
عاجل ,0
تماشياً مع إعلان الحكومة عن مبادرات عاجلة للتخفيف من وطأة الوضع الاقتصادي الاستثنائي في مواجهة آثار فيروس كورونا، تعلن الجمعية عن تأجيل تحصيل قروض الأسر المنتجة في المشاريع المتناهية الصغر لمدة شهرين إعتباراً من هذا الشهر وذلك دعماً لهذه الأسر .. حفظ الله بلادنا من كل مكروه .. LINK,0
ظل العالم يتابع الصين وهى تحارب فيروس كورونا لمدة 6 اسابيع ، والأن الصين تتابع العالم وهو يحارب كورونا . الصين هى الأكثر أمانا في العالم الأن ، لم تسجل أي حالة لمدة 3 أيام .,0
إيران تعلن عن 1076حالة جديدة مصابة بفيروس كورونا المستجد خلال الـ24ساعة الماضية،بما في ذلك 21 حالة وفاة جديدة. وبذلك يرتفع إجمالي عدد الإصابات إلى 5823 وعدد الوفيات بسبب الفيروس إلى 145. جدير بالذكر ان طهران أعلنت عن تعافي 1669 حالة مصابة بالفيروس ومغادرتها للمستشفيات الإيرانية,0
مجلس الشيوخ الأميريكي سيصوت الليلة على أكبر حزمة معونات للأميريكيين في تاريخ الولايات المتحدة وتبلغ نحو ٢ تريليون دولار للتصدي ل #وباء_كورونا. $2000000000000,0
"السعودية توقف استقبال المسلمين المعتمرين احترزيآ من نقل فيروس كورونا اليها، وتستقبل وفود من المصارعين الغربيين ومحبينهم وجماهير و عشاق المصارعة الحرة للمشاركة في منافسة "" سوبر شو داون 2020"" والتي ستقام الليلة في السعودية.",0
RT @USER السعودية تسجل أول إصابة ب #كورونا لمواطن قادم من إيران .,0
#ملاك_البنوك_خففوا_على_الشعب #الكويتيون_يد_واحدة_ضد_كورونا  ياحكومه حتى المال العام لن يسلم من العماله السائبة اذا سمتحوا سفروهم وأرحمونا . وافدين لايمتلكون مصروفهم اليومي مؤكد سوف تطال إيدهم المال العام لمتى أنفهمكم الخطر القادم منهم LINK,1
اللهم أحسن خاتمتنا يارب وأمتنا وأنت راضى عنا ياالله ليس مؤلم أن تموت بفيروس كورونا إنما المؤلم الكيفية التى سيتم التعامل بها مع جثتك لايغسلونك ولا يصلون عليك ولا جنازه لك ولا يحضر دفنك أهلك إذ تتكفل الدوله بالدفن وليس الك قبر وإنما حفره ترمى بها رميا بعدما يرشوا عليها المبيدات LINK,0
"""الصلاة"" الخط الأول لمدافعة الضر؛ ""كورونا"" وغيرها:(واستعينوا بالصبر والصلاة وإنها لكبيرة إلا على الخاشعين*الذين يظنون أنهم ملاقوا ربهم وأنهم إليه راجعون). فعلاج الأوبئة: -من المشافي بالأسباب المادية. -من المساجد بالأسباب الإيمانية. وكل مكان محل للأخذ بالسبب الإيماني والمادي معا.",0
اي حد بنزل منشور كورونا رح اعمل mute لصفحتة... احترامي للجميع ... لانه نحنا في عنا وعي وثقافه .. ومو ضروري الهلع لهالدرجه،. الله الحامي ويكون مع الجميع ... تحياتي,0
هكذا أصبحت شوارع مدينة ميلانو الإيطالية بعد عملية الإقفال التام للبلاد وفرض جلوس الناس في بيوتهم بسبب مخاوف من فايروس كورونا LINK,0
@USER @USER أخي طلال الكلام هادا موجه لبعض التجار وأصحاب رؤس الأموال وبالذات المستشفيات الخاصة التي لم تحرك ساكنة في فتح أبوابها لإستقبال مرضى كورونا فقط ومعالجتهم والتخفيف على المستشفيات الحكومية بعض المواطنين قدمو بيوتهم ومزارعهم وأراضيهم تحت تصرف وزارة الصحة هادا إلا صاير مع الأسف,0
